Name,ERA,IP,Age,FIP,xFIP,K_rate,BB_rate,K_9,BB_9,H_9,HR_9,last_name
Tarik Skubal,2.19,127.2,28,1.91,2.3,0.34,0.033,11.56,1.13,6.2,0.63,Skubal
Garrett Crochet,2.19,135.1,26,2.41,2.71,0.306,0.067,10.97,2.39,7.18,0.67,Crochet
Paul Skenes,1.91,127.0,23,2.4,3.09,0.278,0.063,9.71,2.2,6.02,0.43,Skenes
Zack Wheeler,2.39,128.0,35,2.68,2.56,0.33399999999999996,0.053,11.53,1.83,6.05,0.98,Wheeler
Cristopher Sanchez,2.4,124.0,28,2.69,2.75,0.267,0.064,9.73,2.32,7.48,0.58,Sanchez
Logan Webb,3.08,131.2,28,2.58,2.69,0.258,0.054000000000000006,9.57,1.98,8.89,0.62,Webb
Framber Valdez,2.67,128.0,31,2.99,3.04,0.249,0.081,9.07,2.95,7.17,0.56,Valdez
Kris Bubic,2.38,113.2,27,2.76,3.4,0.249,0.076,9.11,2.77,7.52,0.48,Bubic
Hunter Brown,2.57,119.0,26,2.99,2.9,0.312,0.078,10.89,2.72,6.2,0.91,Brown
Matthew Boyd,2.2,118.2,34,3.1,3.78,0.23199999999999998,0.052000000000000005,8.19,1.82,7.28,0.76,Boyd
Max Fried,2.62,127.1,31,3.06,3.45,0.225,0.057999999999999996,8.2,2.12,7.21,0.64,Fried
Nathan Eovaldi,1.58,91.0,35,2.37,2.73,0.27,0.04,9.3,1.38,6.23,0.49,Eovaldi
Joe Ryan,2.63,116.1,29,3.13,3.49,0.292,0.051,10.21,1.78,6.34,1.01,Ryan
Yoshinobu Yamamoto,2.55,109.1,26,3.08,3.07,0.284,0.085,10.21,3.05,6.42,0.82,Yamamoto
Jesus Luzardo,4.58,114.0,27,3.01,3.26,0.27699999999999997,0.08800000000000001,10.74,3.39,9.47,0.79,Luzardo
Jacob deGrom,2.28,118.1,37,3.25,3.19,0.26899999999999996,0.055,9.28,1.9,6.16,1.06,deGrom
Nick Pivetta,2.81,115.1,32,3.16,3.51,0.27899999999999997,0.066,9.91,2.34,6.63,1.01,Pivetta
Sonny Gray,4.33,116.1,35,3.02,2.89,0.267,0.04,9.9,1.47,9.28,1.08,Gray
MacKenzie Gore,3.59,112.2,26,3.2,3.29,0.297,0.081,11.18,3.04,8.39,1.04,Gore
Mitch Keller,3.53,125.0,29,3.42,4.05,0.187,0.057999999999999996,6.98,2.16,8.28,0.72,Keller
Jose Soriano,3.83,120.0,26,3.42,3.53,0.2,0.111,7.73,4.28,8.63,0.38,Soriano
Chris Sale,2.52,89.1,36,2.67,3.13,0.308,0.07,11.49,2.62,7.86,0.71,Sale
Andrew Abbott,2.13,97.1,26,3.42,4.11,0.223,0.063,8.14,2.31,7.49,0.92,Abbott
Ranger Suarez,2.66,88.0,29,3.07,3.61,0.22899999999999998,0.073,8.39,2.66,7.67,0.61,Suarez
Freddy Peralta,2.85,116.2,29,3.66,4.01,0.255,0.084,9.41,3.09,6.63,1.0,Peralta
Spencer Schwellenbach,3.09,110.2,25,3.21,2.92,0.249,0.040999999999999995,8.78,1.46,7.24,1.06,Schwellenbach
David Peterson,2.9,115.0,29,3.35,3.58,0.203,0.08,7.59,2.97,7.98,0.55,Peterson
Merrill Kelly,3.32,122.0,36,3.48,3.57,0.242,0.076,8.7,2.73,6.79,0.96,Kelly
Bryan Woo,2.91,120.2,25,3.53,3.56,0.243,0.046,8.58,1.64,6.86,1.19,Woo
Dylan Cease,4.59,113.2,29,3.58,3.37,0.29600000000000004,0.086,11.4,3.33,8.39,1.27,Cease
Carlos Rodon,3.1,124.2,32,3.63,3.69,0.275,0.091,10.03,3.32,6.14,1.08,Rodon
Nick Lodolo,3.08,122.2,27,3.79,3.8,0.22399999999999998,0.046,8.22,1.69,7.63,1.17,Lodolo
Luis Castillo,3.3,120.0,32,3.61,4.06,0.213,0.07200000000000001,8.03,2.7,8.48,0.9,Castillo
Michael Wacha,3.62,112.0,33,3.84,4.44,0.18100000000000002,0.07200000000000001,6.83,2.73,8.44,0.88,Wacha
Chad Patrick,3.52,94.2,26,3.54,4.05,0.23800000000000002,0.075,9.03,2.85,8.84,0.95,Patrick
Chris Bassitt,3.88,120.2,36,3.85,3.59,0.226,0.055999999999999994,8.73,2.16,9.55,1.19,Bassitt
Yusei Kikuchi,3.23,122.2,34,4.06,4.04,0.24100000000000002,0.102,9.32,3.96,8.66,1.17,Kikuchi
Dean Kremer,4.06,115.1,29,3.85,4.19,0.196,0.063,7.34,2.34,8.9,1.09,Kremer
Drew Rasmussen,2.93,95.1,29,3.59,3.47,0.221,0.062,7.74,2.17,7.08,0.94,Rasmussen
Kevin Gausman,4.01,116.2,34,3.85,4.04,0.23399999999999999,0.075,8.64,2.78,7.48,1.16,Gausman
Matthew Liberatore,4.13,100.1,25,3.51,4.01,0.19,0.052000000000000005,7.18,1.97,9.24,0.9,Liberatore
Adrian Houser,1.89,62.0,32,3.01,3.92,0.177,0.077,6.39,2.76,8.27,0.29,Houser
Randy Rodriguez,0.84,42.2,25,1.41,2.5,0.35,0.05,11.81,1.69,5.48,0.21,Rodriguez
Logan Gilbert,3.07,67.1,28,2.68,2.27,0.363,0.055999999999999994,13.1,2.0,6.82,1.2,Gilbert
Robert Suarez,3.46,41.2,34,2.23,3.46,0.267,0.073,9.5,2.59,6.7,0.22,Suarez
Adrian Morejon,1.76,46.0,26,2.01,2.79,0.254,0.051,8.8,1.76,5.28,0.2,Morejon
Nick Martinez,4.73,116.0,34,4.18,4.45,0.16899999999999998,0.055999999999999994,6.28,2.09,8.92,1.16,Martinez
Kodai Senga,1.79,80.2,32,3.32,4.01,0.242,0.11,8.81,4.02,6.58,0.56,Senga
Tyler Mahle,2.34,77.0,30,3.37,4.37,0.182,0.08800000000000001,6.55,3.16,7.01,0.47,Mahle
Janson Junk,3.09,55.1,29,2.3,3.76,0.177,0.023,6.34,0.81,8.46,0.16,Junk
Luis Severino,4.95,125.1,31,4.22,4.56,0.16699999999999998,0.073,6.61,2.87,9.26,0.93,Severino
Aroldis Chapman,1.34,40.1,37,1.83,2.19,0.395,0.066,13.39,2.23,4.69,0.67,Chapman
Kyle Freeland,5.19,95.1,32,3.84,4.08,0.165,0.059000000000000004,6.61,2.36,11.42,0.94,Freeland
Will Warren,4.91,99.0,26,3.66,3.54,0.267,0.107,10.64,4.27,8.73,1.0,Warren
Pablo Lopez,2.82,60.2,29,2.99,3.57,0.247,0.057,9.05,2.08,7.57,0.74,Lopez
Cole Ragans,5.18,48.2,27,2.41,2.49,0.364,0.077,14.05,2.96,8.69,0.92,Ragans
Robbie Ray,2.92,123.1,33,3.77,3.94,0.262,0.098,9.56,3.58,6.57,1.09,Ray
Casey Mize,3.4,92.2,28,3.78,3.98,0.209,0.059000000000000004,7.96,2.23,9.32,1.17,Mize
Taj Bradley,4.61,111.1,24,4.2,4.25,0.20199999999999999,0.09300000000000001,7.68,3.56,8.0,1.05,Bradley
Tylor Megill,3.95,68.1,29,3.39,3.64,0.292,0.10800000000000001,11.72,4.35,7.9,0.79,Megill
Hunter Greene,2.72,59.2,25,3.41,3.37,0.308,0.059000000000000004,11.01,2.11,6.64,1.36,Greene
Edward Cabrera,3.48,88.0,27,3.56,3.64,0.249,0.081,9.41,3.07,8.08,0.92,Cabrera
Hoby Milner,2.23,48.1,34,2.18,3.45,0.221,0.07200000000000001,8.01,2.61,7.26,0.0,Milner
Landen Roupp,3.11,101.1,26,3.58,4.01,0.213,0.094,8.44,3.73,9.15,0.71,Roupp
Brady Singer,4.84,102.1,28,4.21,4.47,0.209,0.095,8.18,3.69,8.79,1.06,Singer
Patrick Corbin,3.78,104.2,35,4.03,3.99,0.2,0.067,7.48,2.49,8.94,1.2,Corbin
Michael King,2.59,55.2,30,3.22,3.61,0.284,0.076,10.35,2.75,6.47,0.97,King
Bryan Abreu,1.79,45.1,28,2.34,2.6,0.382,0.10800000000000001,14.1,3.97,5.56,0.6,Abreu
Cade Smith,3.12,43.1,26,2.05,2.9,0.344,0.091,13.29,3.53,7.48,0.42,Smith
Griffin Jax,4.09,44.0,30,2.07,1.74,0.364,0.064,13.91,2.45,8.59,0.82,Jax
Eric Lauer,2.61,69.0,30,3.32,3.85,0.264,0.059000000000000004,9.26,2.09,6.26,1.04,Lauer
Ryan Pepiot,3.59,120.1,27,4.47,3.89,0.242,0.078,8.83,2.84,7.55,1.57,Pepiot
Jose Berrios,3.87,121.0,31,4.29,4.31,0.204,0.084,7.59,3.12,8.18,1.19,Berrios
Edwin Diaz,1.55,40.2,31,2.21,2.45,0.386,0.08900000000000001,13.5,3.1,4.65,0.44,Diaz
Emmanuel Clase,2.74,46.0,27,2.25,3.36,0.24100000000000002,0.051,9.2,1.96,8.8,0.2,Clase
Reese Olson,3.15,68.2,25,3.46,3.88,0.228,0.08800000000000001,8.52,3.28,7.6,0.66,Olson
Jacob Dreyer,2.98,51.1,26,2.57,4.06,0.24,0.096,8.77,3.51,6.49,0.18,Dreyer
Quinn Priester,3.28,101.2,24,3.84,3.64,0.205,0.081,7.61,3.01,7.79,0.97,Priester
Seth Lugo,2.95,113.0,35,4.28,4.08,0.22,0.073,7.88,2.63,7.17,1.35,Lugo
Jhoan Duran,1.94,46.1,27,2.4,2.8,0.264,0.083,9.91,3.11,7.19,0.19,Duran
Will Vest,2.23,44.1,30,2.44,2.89,0.284,0.085,10.15,3.05,5.89,0.41,Vest
Noah Cameron,2.61,76.0,25,3.79,3.84,0.217,0.073,7.7,2.61,6.51,1.07,Cameron
Clarke Schmidt,3.32,78.2,29,3.91,4.33,0.231,0.095,8.35,3.43,6.41,1.03,Schmidt
Andres Munoz,1.38,39.0,26,2.35,2.97,0.325,0.115,11.77,4.15,4.38,0.23,Munoz
Eury Perez,3.23,39.0,22,2.79,4.03,0.26,0.084,9.23,3.0,5.77,0.46,Perez
Chris Paddack,4.95,111.0,29,4.4,4.57,0.17600000000000002,0.057,6.73,2.19,9.32,1.38,Paddack
Trevor Williams,6.21,82.2,33,4.08,4.45,0.174,0.055999999999999994,7.08,2.29,11.54,1.2,Williams
Clay Holmes,3.48,108.2,32,4.21,4.07,0.18899999999999997,0.094,7.12,3.56,7.87,0.91,Holmes
Logan Allen,4.16,101.2,26,4.33,4.54,0.179,0.09,6.9,3.45,8.85,1.06,Allen
Garrett Whitlock,3.17,48.1,29,2.53,3.26,0.307,0.095,11.36,3.54,6.52,0.37,Whitlock
Steven Matz,3.29,52.0,34,2.9,3.42,0.21600000000000003,0.042,7.96,1.56,8.65,0.69,Matz
Brendon Little,1.94,46.1,28,2.34,2.89,0.354,0.149,13.4,5.63,5.63,0.19,Little
Bennett Sousa,2.59,41.2,30,2.2,3.08,0.29600000000000004,0.068,10.37,2.38,6.7,0.43,Sousa
Dennis Santana,1.49,42.1,29,2.29,3.6,0.214,0.044000000000000004,7.23,1.49,5.74,0.21,Santana
Trevor Rogers,1.74,41.1,27,2.97,3.71,0.21899999999999997,0.075,7.62,2.61,5.23,0.44,Rogers
Shane Smith,4.26,86.2,25,4.2,4.42,0.215,0.098,8.41,3.84,7.89,0.93,Smith
Mike Soroka,4.85,78.0,27,4.05,4.07,0.253,0.073,9.58,2.77,7.38,1.15,Soroka
German Marquez,5.67,98.1,30,4.55,4.8,0.161,0.077,6.68,3.2,11.53,1.19,Marquez
David Bednar,2.31,35.0,30,2.04,2.66,0.33799999999999997,0.07,12.34,2.57,7.46,0.51,Bednar
Shane Baz,4.66,114.0,26,4.58,3.94,0.231,0.08800000000000001,8.76,3.32,8.37,1.5,Baz
Ben Casparius,5.06,64.0,26,3.44,4.04,0.22,0.059000000000000004,8.44,2.25,9.28,0.98,Casparius
Tanner Bibee,4.27,116.0,26,4.44,4.13,0.205,0.068,7.68,2.56,8.38,1.4,Bibee
Ryan Gusto,4.46,76.2,26,4.05,4.34,0.228,0.077,9.04,3.05,9.74,1.29,Gusto
Mitchell Parker,5.0,108.0,25,4.58,5.1,0.14800000000000002,0.087,5.83,3.42,9.17,1.08,Parker
Jack Flaherty,4.77,103.2,29,4.3,3.64,0.297,0.098,11.29,3.73,7.9,1.65,Flaherty
Pete Fairbanks,2.84,38.0,31,2.94,4.08,0.203,0.095,7.58,3.55,6.63,0.24,Fairbanks
Louie Varland,2.11,47.0,27,2.86,2.92,0.24600000000000002,0.064,8.81,2.3,7.47,0.57,Varland
Jeremiah Estrada,2.74,46.0,26,3.01,3.25,0.33299999999999996,0.085,12.33,3.13,6.65,0.98,Estrada
Cal Quantrill,5.24,87.2,30,4.23,4.32,0.18899999999999997,0.065,7.19,2.46,9.86,1.23,Quantrill
Trevor Megill,2.27,35.2,31,2.67,3.32,0.297,0.10300000000000001,10.85,3.79,6.06,0.5,Megill
Bradley Lord,3.39,69.0,25,3.51,3.76,0.19899999999999998,0.08,7.43,3.0,8.35,0.65,Lord
Sean Newcomb,3.49,67.0,32,3.39,3.87,0.221,0.084,8.87,3.36,10.34,0.67,Newcomb
Danny Coulombe,0.93,29.0,35,1.85,3.29,0.263,0.07,9.31,2.48,6.21,0.0,Coulombe
Steven Okert,2.53,46.1,33,2.77,3.71,0.306,0.064,10.29,2.14,4.66,0.78,Okert
Jeffrey Springs,4.18,114.0,32,4.71,4.67,0.188,0.079,7.11,3.0,7.97,1.5,Springs
Shota Imanaga,2.4,75.0,31,4.31,4.82,0.182,0.057999999999999996,6.36,2.04,6.24,1.32,Imanaga
Griffin Canning,3.77,76.1,29,4.0,4.0,0.213,0.107,8.25,4.13,8.25,0.94,Canning
Lucas Giolito,3.97,81.2,30,4.28,4.05,0.213,0.071,7.93,2.64,8.71,1.43,Giolito
Josh Hader,2.31,46.2,31,3.37,2.96,0.37200000000000005,0.071,13.11,2.51,5.21,1.54,Hader
Kyle Hendricks,4.92,100.2,35,4.82,4.83,0.156,0.057999999999999996,5.99,2.24,9.39,1.52,Hendricks
Spencer Strider,3.72,72.2,26,3.88,3.52,0.29600000000000004,0.1,11.02,3.72,6.94,1.24,Strider
Hunter Dobbins,4.13,61.0,25,3.83,4.02,0.17600000000000002,0.066,6.64,2.51,9.0,0.89,Dobbins
Luis L. Ortiz,4.36,88.2,26,4.14,3.74,0.251,0.11,9.74,4.26,8.12,1.22,Ortiz
Tyler Alexander,4.52,63.2,30,3.27,4.13,0.193,0.07400000000000001,7.35,2.83,9.05,0.57,Alexander
George Kirby,4.65,60.0,27,3.66,3.34,0.24,0.053,8.85,1.95,8.25,1.2,Kirby
Bryan King,2.55,42.1,28,2.74,3.19,0.26,0.046,9.57,1.7,8.08,0.64,King
Jake Bird,3.96,52.1,29,3.13,3.31,0.26899999999999996,0.09300000000000001,10.49,3.61,8.94,0.69,Bird
Gabe Speier,2.56,38.2,30,2.6,2.76,0.335,0.057999999999999996,12.1,2.09,6.75,0.93,Speier
Phil Maton,2.41,37.1,32,2.53,3.22,0.303,0.09699999999999999,11.33,3.62,6.75,0.24,Maton
Nick Mears,2.54,39.0,28,2.73,3.42,0.233,0.034,7.85,1.15,6.46,0.69,Mears
Matt Strahm,3.05,41.1,33,3.04,3.91,0.282,0.076,10.45,2.83,7.19,0.87,Strahm
Mason Miller,3.86,37.1,26,2.91,2.95,0.392,0.122,13.98,4.34,5.06,0.96,Miller
Zack Littell,3.53,122.1,29,4.83,4.16,0.17,0.035,6.11,1.25,8.53,1.77,Littell
Jason Adam,2.01,49.1,33,3.19,3.94,0.251,0.10400000000000001,9.67,4.01,7.84,0.55,Adam
Brayan Bello,3.23,97.2,26,4.36,4.21,0.179,0.085,6.82,3.23,8.2,1.01,Bello
Jack Leiter,4.27,86.1,25,4.55,4.8,0.204,0.113,7.92,4.38,7.82,1.15,Leiter
Michael Lorenzen,4.61,99.2,33,4.54,4.32,0.2,0.068,7.68,2.62,9.12,1.54,Lorenzen
Tyler Rogers,1.51,47.2,34,2.69,2.78,0.19899999999999998,0.023,6.61,0.76,6.42,0.57,Rogers
Jose Alvarado,2.7,20.0,30,1.84,2.46,0.298,0.048,11.25,1.8,9.0,0.45,Alvarado
Clayton Kershaw,3.27,55.0,37,4.15,4.27,0.162,0.07,6.05,2.62,8.67,0.98,Kershaw
Ben Brown,6.48,83.1,25,4.27,3.68,0.251,0.071,10.26,2.92,10.91,1.62,Brown
Stephen Kolek,4.28,73.2,28,4.08,4.22,0.17300000000000001,0.07400000000000001,6.6,2.81,9.04,0.86,Kolek
Devin Williams,4.7,38.1,30,2.6,3.28,0.319,0.094,11.97,3.52,6.57,0.47,Williams
Eduardo Rodriguez,5.5,86.2,32,4.49,4.08,0.231,0.079,9.66,3.32,11.53,1.66,Rodriguez
Caleb Thielbar,2.15,37.2,38,2.75,3.8,0.252,0.077,8.6,2.63,5.26,0.48,Thielbar
Abner Uribe,2.19,49.1,25,3.17,3.03,0.3,0.1,10.95,3.65,6.57,0.73,Uribe
Justin Wilson,2.32,31.0,37,2.71,3.54,0.26899999999999996,0.10800000000000001,10.16,4.06,8.13,0.29,Wilson
Reed Garrett,2.9,40.1,32,3.12,3.77,0.257,0.12300000000000001,9.82,4.69,6.92,0.45,Garrett
Fernando Cruz,3.0,33.0,35,2.46,2.49,0.41200000000000003,0.107,14.73,3.82,5.18,0.82,Cruz
Davis Martin,3.89,85.2,28,4.55,4.37,0.158,0.065,5.88,2.42,8.72,1.26,Martin
Jose A. Ferrer,4.97,50.2,25,3.19,3.33,0.193,0.052000000000000005,7.28,1.95,9.24,0.53,Ferrer
Cade Povich,5.15,64.2,25,4.11,3.95,0.239,0.081,9.46,3.2,10.3,1.39,Povich
Jake Latz,2.89,53.0,29,3.45,4.07,0.235,0.106,8.66,3.91,7.3,0.68,Latz
Brandon Walter,3.35,53.2,28,3.97,3.05,0.245,0.019,8.72,0.67,7.71,1.68,Walter
Daniel Palencia,1.49,36.1,25,2.6,3.32,0.28800000000000003,0.079,9.91,2.72,5.45,0.5,Palencia
Grant Taylor,3.93,18.1,23,1.57,2.46,0.315,0.08199999999999999,11.29,2.95,7.36,0.0,Taylor
Brandon Pfaadt,4.76,111.2,26,4.31,3.97,0.198,0.052000000000000005,7.66,2.01,9.35,1.37,Pfaadt
JP Sears,4.98,106.2,29,4.94,4.68,0.201,0.057999999999999996,7.68,2.19,9.03,1.86,Sears
Ryne Nelson,3.52,84.1,27,3.88,4.1,0.204,0.077,7.36,2.77,6.72,0.96,Nelson
Gavin Williams,3.54,104.1,25,4.53,4.26,0.237,0.13,9.14,5.0,7.42,1.21,Williams
Dustin May,4.73,99.0,27,4.72,4.36,0.214,0.1,8.36,3.91,8.36,1.36,May
Orion Kerkering,2.79,38.2,24,3.53,4.52,0.222,0.10800000000000001,9.08,4.42,8.38,0.47,Kerkering
Graham Ashcraft,3.64,42.0,27,3.0,3.34,0.231,0.099,9.0,3.86,9.0,0.43,Ashcraft
Andre Pallante,4.91,110.0,26,4.45,3.8,0.152,0.076,5.89,2.95,9.41,1.15,Pallante
Sandy Alcantara,6.66,104.0,29,4.48,4.41,0.16699999999999998,0.085,6.66,3.38,9.52,1.13,Alcantara
Lucas Erceg,2.43,40.2,30,3.31,3.81,0.21,0.086,7.52,3.1,6.86,0.44,Erceg
Grant Holmes,3.81,111.0,29,4.35,3.9,0.257,0.11,9.81,4.22,7.62,1.3,Holmes
Mark Leiter Jr.,4.46,34.1,34,2.77,2.94,0.29100000000000004,0.076,12.06,3.15,11.01,0.79,Jr.
Jonathan Cannon,4.48,88.1,24,4.75,4.66,0.185,0.077,7.34,3.06,9.58,1.43,Cannon
Corbin Burnes,2.66,64.1,30,3.9,3.65,0.23800000000000002,0.098,8.81,3.64,6.85,0.98,Burnes
Braydon Fisher,2.86,28.1,24,2.53,3.24,0.31,0.069,11.44,2.54,6.67,0.64,Fisher
Reid Detmers,4.17,45.1,25,3.2,3.17,0.285,0.098,10.92,3.77,8.74,0.79,Detmers
Alex Vesia,2.59,41.2,29,3.62,3.26,0.35200000000000004,0.07400000000000001,12.31,2.59,5.83,1.51,Vesia
Tanner Banks,3.43,44.2,33,3.25,2.97,0.263,0.04,9.27,1.41,7.25,1.21,Banks
Michael McGreevy,3.49,28.1,24,3.23,4.05,0.152,0.027000000000000003,5.4,0.95,8.26,0.64,McGreevy
Tyler Anderson,4.43,107.2,35,4.98,5.14,0.18100000000000002,0.09300000000000001,7.19,3.68,9.03,1.5,Anderson
Manuel Rodriguez,2.08,30.1,28,2.99,3.12,0.207,0.05,7.42,1.78,7.71,0.59,Rodriguez
Chris Martin,2.36,34.1,39,3.03,3.08,0.257,0.043,9.44,1.57,8.65,1.05,Martin
Robert Garcia,2.72,39.2,29,3.12,3.56,0.261,0.09699999999999999,9.76,3.63,7.71,0.68,Garcia
Jose Quintana,3.49,77.1,36,4.52,4.72,0.163,0.095,6.17,3.61,8.15,1.05,Quintana
Bailey Falter,3.82,108.1,28,4.74,4.81,0.158,0.08,5.73,2.91,7.73,1.33,Falter
Simeon Woods Richardson,4.14,76.0,24,4.67,5.03,0.196,0.10099999999999999,7.58,3.91,8.41,1.3,Richardson
Jacob Misiorowski,2.45,29.1,23,3.37,2.81,0.35700000000000004,0.107,12.27,3.68,4.6,1.23,Misiorowski
Colton Gordon,4.53,57.2,26,4.53,4.04,0.18899999999999997,0.043,7.49,1.72,11.24,1.72,Gordon
Logan Henderson,1.71,21.0,23,3.05,2.96,0.358,0.07400000000000001,12.43,2.57,6.0,1.29,Henderson
Shelby Miller,1.98,36.1,34,3.12,3.65,0.28,0.077,9.91,2.72,5.94,0.74,Miller
